pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,rsi_period,oversold,overbought,tp_pips,sl_pips,has_breakeven,max_bars,has_lowvol,session,tp_display,sl_display,threshold,avg_hold_min,pnl_tokyo,trades_tokyo,pnl_london,trades_london,pnl_newyork,trades_newyork
0.7488,43.31,11.59,0.01,-11.45,81.2,1658,14,9,-0.0069,0.9803,rsi_reversal_556f70a3,USDJPY,M1,7,35,65,0.1,0.07,True,30,True,london,10p,7p,35/65,1.4,-1.64,362,-9.81,1296,0.0,0
0.7681,43.39,13.39,0.01,-12.93,72.4,2162,14,7,-0.006,1.0023,rsi_reversal_7ea2e79b,USDJPY,M1,5,35,65,0.1,0.05,False,0,True,london,10p,5p,35/65,1.2,-2.39,495,-10.54,1667,0.0,0
0.754,49.01,8.6,0.01,-8.35,84.5,1214,8,7,-0.0069,0.7844,rsi_reversal_1180a1ef,USDJPY,M1,6,30,70,0.07,0.1,True,0,True,newyork,7p,10p,30/70,1.4,0.0,0,-2.3,408,-6.05,806
0.7404,47.13,11.72,0.01,-11.58,103.1,1394,8,12,-0.0083,0.8305,rsi_reversal_1bb49f1a,USDJPY,M1,5,30,70,0.1,0.1,True,0,True,london,10p,10p,30/70,1.7,-1.51,318,-10.07,1076,0.0,0
0.7277,45.83,18.29,0.02,-17.66,62.7,2686,14,12,-0.0066,0.8601,rsi_reversal_d7afd83c,USDJPY,M1,6,40,60,0.05,0.05,False,15,True,newyork,5p,5p,40/60,1.0,0.0,0,-4.51,894,-13.15,1792
0.7047,44.99,35.08,0.04,-34.5,62.5,4841,13,8,-0.0071,0.8617,rsi_reversal_b8b53191,USDJPY,M1,7,40,60,0.05,0.05,True,15,False,london,5p,5p,40/60,1.0,-7.15,1061,-27.35,3780,0.0,0
0.7808,44.8,9.91,0.01,-9.82,81.8,1605,18,8,-0.0061,0.9622,rsi_reversal_26040d1a,USDJPY,M1,7,35,65,0.1,0.07,False,0,True,london,10p,7p,35/65,1.4,-1.47,340,-8.35,1265,0.0,0
0.6851,44.53,17.53,0.02,-17.41,70.1,2111,17,9,-0.0082,0.8534,rsi_reversal_3c5b5ace,USDJPY,M1,7,30,70,0.07,0.07,True,30,False,newyork,7p,7p,30/70,1.2,0.0,0,-5.1,690,-12.31,1421
0.7335,48.88,28.17,0.03,-28.0,82.8,3811,11,9,-0.0073,0.7669,rsi_reversal_cc7f2491,USDJPY,M1,5,35,65,0.07,0.1,False,0,False,london,7p,10p,35/65,1.4,-4.55,842,-23.46,2969,0.0,0
0.6937,47.05,13.03,0.01,-12.81,73.7,1558,12,8,-0.0082,0.7807,rsi_reversal_518aca97,USDJPY,M1,5,30,70,0.05,0.1,False,30,True,newyork,5p,10p,30/70,1.2,0.0,0,-2.14,528,-10.67,1030
0.7467,45.45,17.21,0.02,-16.73,70.3,2572,13,11,-0.0065,0.8962,rsi_reversal_9fd59b7c,USDJPY,M1,6,40,60,0.07,0.07,False,0,True,newyork,7p,7p,40/60,1.2,0.0,0,-4.53,863,-12.21,1709
0.7742,48.37,12.88,0.01,-12.02,102.9,1652,9,8,-0.0073,0.8265,rsi_reversal_d1bff1f7,USDJPY,M1,6,35,65,0.1,0.1,True,30,True,newyork,10p,10p,35/65,1.7,0.0,0,-2.44,550,-9.58,1102
0.6924,44.66,21.19,0.02,-21.03,65.6,2669,14,8,-0.0079,0.8579,rsi_reversal_c2c515fd,USDJPY,M1,6,40,60,0.07,0.05,False,0,True,newyork,7p,5p,40/60,1.1,0.0,0,-5.66,898,-15.37,1771
0.684,44.28,16.68,0.02,-15.92,62.6,1994,14,11,-0.008,0.8607,rsi_reversal_0b35425b,USDJPY,M1,6,35,65,0.05,0.05,False,30,True,newyork,5p,5p,35/65,1.0,0.0,0,-2.61,655,-13.3,1339
0.6738,45.5,17.78,0.02,-17.56,64.9,2167,15,10,-0.0081,0.807,rsi_reversal_ac395ed0,USDJPY,M1,7,30,70,0.05,0.07,True,0,False,newyork,5p,7p,30/70,1.1,0.0,0,-4.54,714,-13.03,1453
0.7174,41.75,10.14,0.01,-9.94,81.4,1248,12,8,-0.008,1.0011,rsi_reversal_493ec717,USDJPY,M1,6,30,70,0.1,0.07,True,30,True,london,10p,7p,30/70,1.4,-1.52,280,-8.42,968,0.0,0
0.7334,42.56,32.66,0.03,-32.08,72.9,4584,13,8,-0.007,0.9898,rsi_reversal_63af7aa6,USDJPY,M1,7,40,60,0.1,0.05,False,30,False,london,10p,5p,40/60,1.2,-7.22,1003,-24.86,3581,0.0,0
0.771,43.76,16.22,0.02,-15.9,82.0,2507,13,9,-0.0063,0.991,rsi_reversal_caca89f3,USDJPY,M1,6,40,60,0.1,0.07,False,30,True,london,10p,7p,40/60,1.4,-3.31,566,-12.59,1941,0.0,0
0.7595,45.04,11.79,0.01,-11.42,65.2,1974,14,13,-0.0058,0.9269,rsi_reversal_b574c964,USDJPY,M1,6,35,65,0.07,0.05,True,0,True,london,7p,5p,35/65,1.1,-2.24,454,-9.19,1520,0.0,0
0.719,42.77,39.22,0.04,-38.9,80.5,4882,22,8,-0.008,0.9621,rsi_reversal_1e61ab5b,USDJPY,M1,5,40,60,0.1,0.07,True,30,False,newyork,10p,7p,40/60,1.3,0.0,0,-14.52,1645,-24.38,3237
0.743,45.86,15.97,0.02,-15.52,62.5,2549,9,9,-0.0061,0.8771,rsi_reversal_87e08781,USDJPY,M1,7,40,60,0.05,0.05,True,15,True,newyork,5p,5p,40/60,1.0,0.0,0,-3.47,846,-12.05,1703
0.7487,49.07,16.46,0.02,-15.93,83.2,2270,11,10,-0.007,0.7769,rsi_reversal_f6d27ced,USDJPY,M1,7,40,60,0.07,0.1,True,30,True,newyork,7p,10p,40/60,1.4,0.0,0,-4.55,773,-11.38,1497
0.7334,48.75,18.24,0.02,-18.09,82.6,2441,9,9,-0.0074,0.771,rsi_reversal_0c43953a,USDJPY,M1,6,40,60,0.07,0.1,True,0,True,london,7p,10p,40/60,1.4,-3.89,547,-14.2,1894,0.0,0
0.7346,48.07,16.73,0.02,-16.42,73.0,2384,11,10,-0.0069,0.7936,rsi_reversal_950c7088,USDJPY,M1,7,40,60,0.05,0.1,True,30,True,newyork,5p,10p,40/60,1.2,0.0,0,-4.13,816,-12.28,1568
0.7446,45.93,14.96,0.01,-14.42,70.1,2173,12,11,-0.0066,0.8766,rsi_reversal_38f414b2,USDJPY,M1,5,35,65,0.07,0.07,True,15,True,newyork,7p,7p,35/65,1.2,0.0,0,-3.46,734,-10.96,1439
0.7406,48.88,24.22,0.02,-24.02,82.6,3361,11,11,-0.0071,0.7744,rsi_reversal_ebdf3550,USDJPY,M1,6,35,65,0.07,0.1,True,0,False,london,7p,10p,35/65,1.4,-4.51,746,-19.51,2615,0.0,0
0.7543,45.87,10.79,0.01,-10.62,69.8,1696,15,7,-0.0063,0.89,rsi_reversal_68a7eab0,USDJPY,M1,7,35,65,0.07,0.07,True,15,True,london,7p,7p,35/65,1.2,-1.94,368,-8.68,1328,0.0,0
0.7157,44.92,18.36,0.02,-18.0,70.9,2471,12,7,-0.0073,0.8775,rsi_reversal_595ccf5e,USDJPY,M1,6,30,70,0.07,0.07,False,15,False,london,7p,7p,30/70,1.2,-4.38,535,-13.63,1936,0.0,0
0.773,48.63,15.52,0.02,-15.3,104.1,2118,9,11,-0.0072,0.8165,rsi_reversal_d698851d,USDJPY,M1,7,40,60,0.1,0.1,False,30,True,london,10p,10p,40/60,1.7,-3.22,468,-12.08,1650,0.0,0
0.7837,45.98,6.19,0.01,-5.79,65.8,1094,16,7,-0.0053,0.9208,rsi_reversal_53b4605c,USDJPY,M1,7,30,70,0.07,0.05,True,15,True,london,7p,5p,30/70,1.1,-0.8,235,-4.99,859,0.0,0
0.7521,45.75,16.95,0.02,-16.56,70.3,2658,14,9,-0.0062,0.8919,rsi_reversal_74eb2ab3,USDJPY,M1,6,40,60,0.07,0.07,False,30,True,london,7p,7p,40/60,1.2,-2.8,597,-13.76,2061,0.0,0
0.716,45.58,16.5,0.02,-16.21,69.8,2161,15,9,-0.0075,0.8548,rsi_reversal_495025cc,USDJPY,M1,5,35,65,0.07,0.07,True,15,True,newyork,7p,7p,35/65,1.2,0.0,0,-5.05,730,-11.15,1431
0.6966,49.02,8.89,0.01,-8.89,83.9,1018,8,9,-0.0087,0.7245,rsi_reversal_80d53925,USDJPY,M1,7,30,70,0.07,0.1,False,30,True,newyork,7p,10p,30/70,1.4,0.0,0,-3.09,335,-5.8,683
0.7613,46.9,15.93,0.02,-15.63,65.0,2742,14,10,-0.0057,0.862,rsi_reversal_394eaa34,USDJPY,M1,6,40,60,0.05,0.07,True,30,True,london,5p,7p,40/60,1.1,-3.13,612,-12.51,2130,0.0,0
0.7589,50.0,9.45,0.01,-9.32,73.2,1528,8,10,-0.0061,0.7589,rsi_reversal_cd484151,USDJPY,M1,5,30,70,0.05,0.1,True,15,True,london,5p,10p,30/70,1.2,-1.05,331,-8.27,1197,0.0,0
0.6697,44.14,32.59,0.03,-31.61,62.3,3779,15,8,-0.0084,0.8476,rsi_reversal_07850e42,USDJPY,M1,6,35,65,0.05,0.05,False,30,False,newyork,5p,5p,35/65,1.0,0.0,0,-8.69,1272,-22.92,2507
0.7684,44.48,15.44,0.02,-14.9,81.1,2329,9,9,-0.0064,0.959,rsi_reversal_f9bf3546,USDJPY,M1,7,40,60,0.1,0.07,True,0,True,newyork,10p,7p,40/60,1.4,0.0,0,-3.26,789,-11.64,1540
0.7186,48.9,20.62,0.02,-20.57,82.8,2595,10,8,-0.0079,0.7509,rsi_reversal_368bb062,USDJPY,M1,5,40,60,0.07,0.1,False,30,True,london,7p,10p,40/60,1.4,-5.37,580,-15.21,2015,0.0,0
0.7393,43.81,14.51,0.01,-13.62,82.6,1826,13,7,-0.0075,0.9482,rsi_reversal_223ea6d0,USDJPY,M1,6,35,65,0.1,0.07,False,0,True,newyork,10p,7p,35/65,1.4,0.0,0,-2.84,607,-10.77,1219
0.7809,48.86,13.42,0.01,-13.03,73.1,2376,8,9,-0.0055,0.8172,rsi_reversal_91f932bc,USDJPY,M1,7,40,60,0.05,0.1,False,0,True,newyork,5p,10p,40/60,1.2,0.0,0,-3.15,796,-9.88,1580
0.7398,46.25,10.2,0.01,-9.91,62.1,1615,13,10,-0.0061,0.8597,rsi_reversal_fc0bc919,USDJPY,M1,5,30,70,0.05,0.05,True,15,True,london,5p,5p,30/70,1.0,-1.64,360,-8.27,1255,0.0,0
0.713,41.65,10.16,0.01,-10.04,83.4,1227,13,6,-0.0082,0.9991,rsi_reversal_5b1c75f5,USDJPY,M1,6,30,70,0.1,0.07,False,30,True,london,10p,7p,30/70,1.4,-1.52,271,-8.52,956,0.0,0
0.7138,42.8,22.97,0.02,-22.77,80.9,2846,20,9,-0.008,0.954,rsi_reversal_832e517a,USDJPY,M1,5,30,70,0.1,0.07,True,0,False,london,10p,7p,30/70,1.3,-5.15,623,-17.62,2223,0.0,0
0.7145,47.37,15.05,0.02,-14.29,73.4,1845,11,7,-0.0077,0.7938,rsi_reversal_39ea9954,USDJPY,M1,6,35,65,0.05,0.1,True,0,True,newyork,5p,10p,35/65,1.2,0.0,0,-2.17,616,-12.11,1229
0.7535,47.27,9.54,0.01,-9.4,65.0,1593,12,10,-0.0059,0.8406,rsi_reversal_b930d0a0,USDJPY,M1,5,30,70,0.05,0.07,True,15,True,london,5p,7p,30/70,1.1,-1.6,351,-7.8,1242,0.0,0
0.7012,48.45,21.93,0.02,-21.83,82.5,2555,10,10,-0.0085,0.746,rsi_reversal_b34807ae,USDJPY,M1,5,40,60,0.07,0.1,True,30,True,london,7p,10p,40/60,1.4,-5.53,585,-16.3,1970,0.0,0
0.6736,43.9,26.73,0.03,-26.29,69.5,3018,13,8,-0.0087,0.8607,rsi_reversal_275d5063,USDJPY,M1,5,30,70,0.07,0.07,False,0,False,newyork,7p,7p,30/70,1.2,0.0,0,-6.42,1007,-19.86,2011
0.7108,44.62,15.18,0.02,-14.61,70.0,1887,11,9,-0.0077,0.8822,rsi_reversal_79f35806,USDJPY,M1,6,35,65,0.07,0.07,True,15,True,newyork,7p,7p,35/65,1.2,0.0,0,-2.54,624,-12.07,1263
0.7163,46.2,9.77,0.01,-9.13,62.4,1357,13,8,-0.0067,0.834,rsi_reversal_4b4d3045,USDJPY,M1,6,30,70,0.05,0.05,False,0,True,newyork,5p,5p,30/70,1.0,0.0,0,-1.73,450,-7.4,907
0.749,46.37,15.95,0.02,-15.36,65.2,2510,13,9,-0.0061,0.8661,rsi_reversal_b2469aa5,USDJPY,M1,7,40,60,0.05,0.07,False,15,True,newyork,5p,7p,40/60,1.1,0.0,0,-2.91,848,-12.45,1662
0.7239,42.94,11.63,0.01,-11.49,81.7,1502,12,8,-0.0077,0.9619,rsi_reversal_04f5d4f6,USDJPY,M1,5,30,70,0.1,0.07,True,0,True,london,10p,7p,30/70,1.4,-2.46,332,-9.03,1170,0.0,0
0.7187,48.26,9.8,0.01,-9.76,83.4,1206,9,7,-0.0081,0.7706,rsi_reversal_2497a775,USDJPY,M1,6,30,70,0.07,0.1,True,30,True,newyork,7p,10p,30/70,1.4,0.0,0,-3.01,381,-6.75,825
0.7152,45.46,18.67,0.02,-18.28,70.3,2433,11,12,-0.0075,0.8581,rsi_reversal_aab123be,USDJPY,M1,7,40,60,0.07,0.07,True,30,True,newyork,7p,7p,40/60,1.2,0.0,0,-4.81,835,-13.47,1598
0.7142,45.83,16.23,0.02,-15.96,65.0,2217,13,9,-0.0072,0.8443,rsi_reversal_0f44218d,USDJPY,M1,5,35,65,0.05,0.07,True,0,True,newyork,5p,7p,35/65,1.1,0.0,0,-4.83,750,-11.13,1467
0.7147,43.75,24.03,0.02,-23.58,65.2,3326,12,9,-0.0071,0.919,rsi_reversal_7e3a6ce6,USDJPY,M1,7,35,65,0.07,0.05,True,0,False,london,7p,5p,35/65,1.1,-4.85,720,-18.72,2606,0.0,0
0.6877,43.71,42.88,0.04,-42.67,65.4,5367,13,11,-0.0079,0.8855,rsi_reversal_efba3d8b,USDJPY,M1,5,40,60,0.07,0.05,False,0,False,london,7p,5p,40/60,1.1,-9.62,1196,-33.04,4171,0.0,0
0.6662,43.55,27.11,0.03,-26.69,64.9,3095,13,8,-0.0086,0.8633,rsi_reversal_f29156c3,USDJPY,M1,5,30,70,0.07,0.05,False,15,False,newyork,7p,5p,30/70,1.1,0.0,0,-6.49,1031,-20.2,2064
0.7442,47.65,36.29,0.04,-35.82,104.6,4317,11,12,-0.0083,0.8177,rsi_reversal_7c4ed5c0,USDJPY,M1,5,40,60,0.1,0.1,False,30,False,london,10p,10p,40/60,1.7,-8.42,963,-27.41,3354,0.0,0
0.6908,47.34,30.47,0.03,-29.48,73.2,3536,10,10,-0.0083,0.7684,rsi_reversal_9710f8df,USDJPY,M1,6,35,65,0.05,0.1,False,0,False,newyork,5p,10p,35/65,1.2,0.0,0,-8.81,1194,-20.67,2342
0.7697,48.31,11.2,0.01,-10.48,107.6,1364,9,11,-0.0077,0.8234,rsi_reversal_01c934c6,USDJPY,M1,5,30,70,0.1,0.1,False,30,True,newyork,10p,10p,30/70,1.8,0.0,0,-2.23,454,-8.25,910
0.7349,47.92,17.61,0.02,-17.26,73.0,2519,10,10,-0.0069,0.7989,rsi_reversal_b1862c9d,USDJPY,M1,6,40,60,0.05,0.1,False,0,True,newyork,5p,10p,40/60,1.2,0.0,0,-4.7,847,-12.56,1672
0.6623,42.91,10.24,0.01,-9.76,65.1,1114,12,7,-0.0088,0.8812,rsi_reversal_c805b27a,USDJPY,M1,7,30,70,0.07,0.05,False,30,True,newyork,7p,5p,30/70,1.1,0.0,0,-2.04,367,-7.72,747
0.7378,47.53,10.9,0.01,-10.68,73.9,1540,9,11,-0.0069,0.8144,rsi_reversal_885d710f,USDJPY,M1,5,30,70,0.05,0.1,False,0,True,newyork,5p,10p,30/70,1.2,0.0,0,-2.5,500,-8.18,1040
0.7831,46.58,11.57,0.01,-11.45,62.4,2254,14,9,-0.0051,0.8979,rsi_reversal_bd84c61b,USDJPY,M1,5,35,65,0.05,0.05,True,30,True,london,5p,5p,35/65,1.0,-2.99,495,-8.46,1759,0.0,0
0.7397,49.08,10.79,0.01,-10.65,83.6,1461,10,10,-0.0073,0.7675,rsi_reversal_23719b4d,USDJPY,M1,5,30,70,0.07,0.1,False,15,True,london,7p,10p,30/70,1.4,-1.0,321,-9.65,1140,0.0,0
0.685,44.01,31.67,0.03,-30.67,69.9,3617,15,8,-0.0085,0.8713,rsi_reversal_2b553265,USDJPY,M1,6,35,65,0.07,0.07,False,0,False,newyork,7p,7p,35/65,1.2,0.0,0,-8.59,1220,-22.07,2397
0.6914,48.4,16.79,0.02,-16.62,73.3,2058,11,10,-0.0081,0.7372,rsi_reversal_fb22b0cb,USDJPY,M1,7,30,70,0.05,0.1,False,15,False,newyork,5p,10p,30/70,1.2,0.0,0,-4.91,680,-11.72,1378
0.7835,45.73,7.39,0.01,-6.86,65.1,1312,12,8,-0.0052,0.9297,rsi_reversal_b6517ec9,USDJPY,M1,6,30,70,0.07,0.05,False,0,True,london,7p,5p,30/70,1.1,-1.38,286,-5.47,1026,0.0,0
0.7026,42.83,33.34,0.03,-33.32,82.7,3878,18,10,-0.0086,0.9378,rsi_reversal_5e608b63,USDJPY,M1,5,35,65,0.1,0.07,False,30,False,london,10p,7p,35/65,1.4,-6.43,857,-26.89,3021,0.0,0
0.7296,48.57,36.65,0.04,-36.26,83.8,4746,10,12,-0.0076,0.7726,rsi_reversal_34639a92,USDJPY,M1,5,40,60,0.07,0.1,False,0,False,newyork,7p,10p,40/60,1.4,0.0,0,-11.85,1597,-24.41,3149
0.7309,48.3,18.65,0.02,-18.46,83.7,2412,12,11,-0.0077,0.7823,rsi_reversal_77921c7d,USDJPY,M1,6,40,60,0.07,0.1,False,30,True,newyork,7p,10p,40/60,1.4,0.0,0,-2.52,812,-15.94,1600
0.7331,42.71,19.44,0.02,-19.07,72.6,2711,14,10,-0.007,0.9831,rsi_reversal_ec7526d2,USDJPY,M1,5,40,60,0.1,0.05,True,30,True,newyork,10p,5p,40/60,1.2,0.0,0,-4.96,912,-14.1,1799
0.6853,44.81,13.66,0.01,-13.08,64.9,1638,17,8,-0.008,0.844,rsi_reversal_5f9e9754,USDJPY,M1,5,30,70,0.05,0.07,False,0,True,newyork,5p,7p,30/70,1.1,0.0,0,-1.14,553,-11.94,1085
0.6975,45.25,14.38,0.01,-13.88,70.0,1726,12,9,-0.008,0.8439,rsi_reversal_9727030d,USDJPY,M1,7,35,65,0.07,0.07,False,0,True,newyork,7p,7p,35/65,1.2,0.0,0,-4.01,587,-9.87,1139
0.7389,48.81,17.06,0.02,-16.93,84.3,2309,9,12,-0.0073,0.775,rsi_reversal_9f589214,USDJPY,M1,6,30,70,0.07,0.1,False,15,False,newyork,7p,10p,30/70,1.4,0.0,0,-4.96,766,-11.97,1543
0.7118,42.54,16.95,0.02,-16.58,73.1,2158,12,9,-0.0077,0.9614,rsi_reversal_a258b9d3,USDJPY,M1,5,35,65,0.1,0.05,False,30,True,newyork,10p,5p,35/65,1.2,0.0,0,-4.49,724,-12.09,1434
0.7551,46.14,14.08,0.01,-13.55,69.6,2174,10,11,-0.0062,0.8816,rsi_reversal_dd1626a8,USDJPY,M1,5,35,65,0.07,0.07,False,15,True,newyork,7p,7p,35/65,1.2,0.0,0,-3.57,722,-9.98,1452
0.6726,44.56,9.58,0.01,-9.15,64.9,1113,12,7,-0.0082,0.8367,rsi_reversal_c99ee21f,USDJPY,M1,7,30,70,0.05,0.07,False,30,True,newyork,5p,7p,30/70,1.1,0.0,0,-2.17,368,-6.98,745
0.7093,44.2,21.05,0.02,-20.62,65.4,2819,11,9,-0.0073,0.8954,rsi_reversal_d5135a90,USDJPY,M1,5,40,60,0.07,0.05,True,30,True,newyork,7p,5p,40/60,1.1,0.0,0,-6.35,945,-14.28,1874
0.7029,42.61,12.53,0.01,-12.4,83.2,1474,23,6,-0.0084,0.947,rsi_reversal_87d60ab1,USDJPY,M1,5,30,70,0.1,0.07,False,30,True,london,10p,7p,30/70,1.4,-2.81,323,-9.58,1151,0.0,0
0.7502,43.87,28.41,0.03,-27.11,80.5,3934,20,7,-0.0069,0.9597,rsi_reversal_1a42ca0d,USDJPY,M1,5,35,65,0.1,0.07,True,15,False,newyork,10p,7p,35/65,1.3,0.0,0,-9.44,1321,-17.67,2613
0.7432,42.02,8.83,0.01,-8.62,72.9,1304,12,8,-0.0066,1.0253,rsi_reversal_6ee1ae7c,USDJPY,M1,6,30,70,0.1,0.05,False,0,True,london,10p,5p,30/70,1.2,-1.79,297,-6.82,1007,0.0,0
0.7897,44.05,10.46,0.01,-10.28,72.8,1907,14,8,-0.0054,1.0031,rsi_reversal_a339f213,USDJPY,M1,6,35,65,0.1,0.05,False,30,True,london,10p,5p,35/65,1.2,-2.06,427,-8.23,1480,0.0,0
0.7085,44.79,16.8,0.02,-16.22,62.5,2257,10,8,-0.0072,0.8732,rsi_reversal_3fd2a4c1,USDJPY,M1,5,35,65,0.05,0.05,True,30,True,newyork,5p,5p,35/65,1.0,0.0,0,-3.91,744,-12.31,1513
0.6868,43.75,23.13,0.02,-22.93,65.4,2848,19,8,-0.0081,0.883,rsi_reversal_70092c16,USDJPY,M1,5,40,60,0.07,0.05,True,30,True,newyork,7p,5p,40/60,1.1,0.0,0,-5.94,942,-16.99,1906
0.7053,44.55,12.89,0.01,-12.58,70.0,1605,15,8,-0.0078,0.8779,rsi_reversal_4078e8e9,USDJPY,M1,5,30,70,0.07,0.07,False,0,True,newyork,7p,7p,30/70,1.2,0.0,0,-2.83,533,-9.76,1072
0.7713,50.14,6.23,0.01,-6.11,72.7,1055,10,7,-0.0058,0.767,rsi_reversal_3c6b0003,USDJPY,M1,7,30,70,0.05,0.1,True,0,True,london,5p,10p,30/70,1.2,-0.37,227,-5.73,828,0.0,0
0.7399,46.36,15.06,0.02,-14.33,65.3,2226,13,11,-0.0064,0.856,rsi_reversal_7235e1c6,USDJPY,M1,5,35,65,0.05,0.07,True,0,True,newyork,5p,7p,35/65,1.1,0.0,0,-2.69,753,-11.64,1473
0.7368,47.03,19.45,0.02,-19.29,107.1,2188,15,10,-0.0088,0.8299,rsi_reversal_d8a5250a,USDJPY,M1,6,40,60,0.1,0.1,False,30,True,newyork,10p,10p,40/60,1.8,0.0,0,-3.18,756,-16.1,1432
0.6558,44.72,18.99,0.02,-18.78,62.3,2196,15,10,-0.0086,0.8107,rsi_reversal_e36c887b,USDJPY,M1,7,30,70,0.05,0.05,False,30,False,newyork,5p,5p,30/70,1.0,0.0,0,-4.86,724,-13.91,1472
0.7262,46.5,14.37,0.01,-13.71,102.8,1499,11,8,-0.0091,0.8356,rsi_reversal_45f64d7e,USDJPY,M1,7,35,65,0.1,0.1,True,15,True,newyork,10p,10p,35/65,1.7,0.0,0,-3.46,509,-10.25,990
0.7803,50.85,9.14,0.01,-8.96,82.4,1463,9,9,-0.0061,0.7541,rsi_reversal_b501265b,USDJPY,M1,5,30,70,0.07,0.1,True,15,True,london,7p,10p,30/70,1.4,-1.25,313,-7.71,1150,0.0,0
0.7169,45.2,12.47,0.01,-12.38,62.3,1803,12,11,-0.0069,0.8691,rsi_reversal_35a47688,USDJPY,M1,7,35,65,0.05,0.05,False,30,True,london,5p,5p,35/65,1.0,-1.64,398,-10.75,1405,0.0,0
0.7775,48.91,28.17,0.03,-27.21,102.3,3856,11,12,-0.0071,0.8121,rsi_reversal_3a2fdcf4,USDJPY,M1,7,40,60,0.1,0.1,True,15,False,newyork,10p,10p,40/60,1.7,0.0,0,-7.03,1327,-20.18,2529
0.6959,45.22,19.42,0.02,-19.02,62.7,2541,11,12,-0.0075,0.8431,rsi_reversal_c02848e8,USDJPY,M1,7,40,60,0.05,0.05,False,0,True,newyork,5p,5p,40/60,1.0,0.0,0,-5.13,865,-13.89,1676
0.6744,43.9,14.1,0.01,-13.84,65.5,1640,19,8,-0.0084,0.8617,rsi_reversal_2d7033e0,USDJPY,M1,5,30,70,0.07,0.05,True,15,True,newyork,7p,5p,30/70,1.1,0.0,0,-3.21,542,-10.63,1098
0.727,45.25,13.25,0.01,-12.42,70.1,1717,17,10,-0.0072,0.8795,rsi_reversal_23b54937,USDJPY,M1,7,35,65,0.07,0.07,True,0,True,newyork,7p,7p,35/65,1.2,0.0,0,-2.55,572,-9.87,1145
0.7221,48.52,34.88,0.03,-34.49,72.8,4800,14,10,-0.0072,0.7661,rsi_reversal_f3211de3,USDJPY,M1,6,40,60,0.05,0.1,False,30,False,london,5p,10p,40/60,1.2,-6.66,1052,-27.83,3748,0.0,0
0.7554,48.45,14.92,0.01,-14.75,99.8,1901,8,9,-0.0078,0.8038,rsi_reversal_5fba0d19,USDJPY,M1,5,35,65,0.1,0.1,True,30,True,london,10p,10p,35/65,1.7,-2.81,434,-11.95,1467,0.0,0
0.745,48.97,13.11,0.01,-12.83,81.8,1797,13,8,-0.0071,0.7763,rsi_reversal_59de9b88,USDJPY,M1,6,35,65,0.07,0.1,False,0,True,london,7p,10p,35/65,1.4,-2.38,411,-10.45,1386,0.0,0
0.7606,50.28,6.51,0.01,-6.4,73.1,1066,10,10,-0.006,0.7521,rsi_reversal_588c4cde,USDJPY,M1,7,30,70,0.05,0.1,True,0,True,london,5p,10p,30/70,1.2,0.08,223,-6.49,843,0.0,0
0.7079,45.47,15.36,0.02,-14.59,65.4,1966,13,11,-0.0074,0.8489,rsi_reversal_073034a2,USDJPY,M1,6,35,65,0.05,0.07,True,30,True,newyork,5p,7p,35/65,1.1,0.0,0,-2.03,647,-12.57,1319
0.7298,47.92,14.89,0.01,-14.16,83.0,1803,10,8,-0.0079,0.7931,rsi_reversal_eced18e1,USDJPY,M1,6,35,65,0.07,0.1,False,15,True,newyork,7p,10p,35/65,1.4,0.0,0,-2.28,597,-11.88,1206
0.7545,43.08,16.92,0.02,-16.56,71.1,2639,11,11,-0.0063,0.9967,rsi_reversal_376ab75c,USDJPY,M1,6,40,60,0.1,0.05,True,0,True,london,10p,5p,40/60,1.2,-5.04,594,-11.51,2045,0.0,0
0.712,48.22,23.58,0.02,-23.43,73.1,3152,8,11,-0.0074,0.7644,rsi_reversal_9e8168f0,USDJPY,M1,7,35,65,0.05,0.1,True,15,False,london,5p,10p,35/65,1.2,-4.85,682,-18.58,2470,0.0,0
0.7146,48.14,20.95,0.02,-20.5,72.9,2736,10,10,-0.0075,0.77,rsi_reversal_f6f8a218,USDJPY,M1,5,40,60,0.05,0.1,False,0,True,london,5p,10p,40/60,1.2,-4.51,606,-16.0,2130,0.0,0
0.7247,42.51,20.28,0.02,-20.17,72.7,2776,14,9,-0.0073,0.9802,rsi_reversal_661f8a7d,USDJPY,M1,5,40,60,0.1,0.05,False,30,True,london,10p,5p,40/60,1.2,-3.87,632,-16.3,2144,0.0,0
0.7026,42.83,33.34,0.03,-33.32,82.7,3878,18,10,-0.0086,0.9378,rsi_reversal_ab9faa56,USDJPY,M1,5,35,65,0.1,0.07,False,0,False,london,10p,7p,35/65,1.4,-6.43,857,-26.89,3021,0.0,0
0.7832,44.05,8.78,0.01,-8.61,73.1,1555,14,9,-0.0055,0.9948,rsi_reversal_b9afbb80,USDJPY,M1,5,30,70,0.1,0.05,False,30,True,london,10p,5p,30/70,1.2,-1.63,342,-6.98,1213,0.0,0
0.7151,43.46,18.11,0.02,-17.72,64.8,2547,12,8,-0.007,0.9302,rsi_reversal_970c126d,USDJPY,M1,7,40,60,0.07,0.05,False,30,True,london,7p,5p,40/60,1.1,-3.32,575,-14.4,1972,0.0,0
